Ax,Ay,Az,Gx,Gy,Gz,Label
0.507,0.234,0.928,11.760,286.685,-112.385,Roll
0.331,0.228,1.036,7.184,286.685,-109.244,Roll
0.129,0.118,0.889,8.951,286.685,-102.051,Roll
-0.017,0.148,0.781,51.319,286.685,-86.677,Roll
-0.379,0.182,0.889,68.206,286.685,-84.613,Roll
-0.570,0.300,0.700,-18.996,286.685,-85.785,Roll
-0.661,0.222,0.487,-49.796,286.685,-87.062,Roll
-0.645,0.198,0.413,-60.384,286.685,-111.956,Roll
-0.732,0.205,0.205,-77.595,286.685,-129.019,Roll
-0.821,0.046,0.161,-63.166,286.685,-106.173,Roll
-0.838,0.131,-0.068,-76.387,286.685,-71.724,Roll
-0.896,0.175,-0.285,-21.744,286.685,-27.667,Roll
-1.108,0.026,-0.444,-24.255,278.547,-22.487,Roll
-1.255,0.042,-0.583,-27.834,148.374,-27.265,Roll
-1.272,0.030,-0.747,5.548,-23.415,8.321,Roll
-1.233,0.008,-0.696,63.814,-209.055,21.096,Roll
-1.154,0.060,-0.456,84.236,-285.346,25.358,Roll
-0.975,0.022,-0.134,120.908,-286.685,49.088,Roll
-0.876,0.084,0.028,138.355,-286.685,79.327,Roll
-0.882,0.112,0.180,123.253,-286.685,108.229,Roll
-0.825,0.150,0.344,112.700,-286.685,122.045,Roll
-0.759,0.207,0.555,93.397,-286.685,141.785,Roll
-0.727,0.194,0.675,57.610,-286.685,124.574,Roll
-0.509,0.260,0.821,24.019,-286.685,109.533,Roll
-0.379,0.310,0.939,12.705,-286.685,108.290,Roll
-0.346,0.415,0.888,-4.480,-286.685,92.619,Roll
-0.107,0.315,0.808,-36.374,-286.685,60.515,Roll
0.163,0.246,0.612,24.868,-286.685,52.518,Roll
0.416,0.424,0.666,83.020,-286.685,63.998,Roll
0.562,0.323,0.541,122.509,-286.685,97.598,Roll
0.602,0.324,0.526,53.147,-286.685,144.410,Roll
0.731,0.373,0.485,-6.318,-286.685,155.277,Roll
0.944,0.326,0.450,-14.350,-286.685,135.441,Roll
1.170,0.323,0.170,4.139,-286.685,133.105,Roll
0.995,0.330,0.070,34.046,-227.281,138.355,Roll
0.982,0.321,0.044,24.237,-74.620,98.254,Roll
1.240,0.253,0.058,27.317,6.895,54.766,Roll
1.193,0.140,-0.057,22.216,94.465,1.610,Roll
1.071,0.145,-0.031,5.093,181.641,-20.466,Roll
0.994,0.161,0.203,-3.596,233.529,-30.126,Roll
0.976,0.201,0.272,17.395,256.576,-30.336,Roll
0.917,0.255,0.452,30.196,286.685,-31.255,Roll
0.912,0.270,0.615,24.517,286.685,-39.007,Roll
0.857,0.200,0.639,22.015,286.685,-53.314,Roll
0.516,0.115,0.706,14.805,286.685,-50.776,Roll
0.258,0.161,0.860,-4.480,286.685,-34.991,Roll
0.003,0.041,0.836,41.475,286.685,-19.241,Roll
-0.095,0.111,0.958,72.223,286.685,-2.651,Roll
-0.292,0.073,0.829,29.365,286.685,1.102,Roll
-0.526,0.119,0.617,23.179,286.685,1.129,Roll
-0.729,0.369,0.568,11.699,286.685,-20.466,Roll
-0.643,0.362,0.453,5.845,286.685,-15.146,Roll
-0.643,0.190,0.279,7.971,286.685,-2.660,Roll
-0.884,0.185,0.286,-32.909,286.685,1.505,Roll
-1.042,0.239,0.136,-15.802,286.685,25.882,Roll
-0.991,0.279,-0.220,20.510,286.685,32.410,Roll
-1.073,0.313,-0.271,33.320,286.519,8.076,Roll
-1.005,0.364,-0.306,4.865,202.011,-19.224,Roll
-1.222,0.373,-0.415,11.699,82.390,-23.424,Roll
-1.232,0.402,-0.401,17.281,-65.546,-20.204,Roll
-1.088,0.339,-0.404,16.135,-160.720,-12.828,Roll
-0.985,0.274,-0.265,19.058,-272.492,-9.179,Roll
-1.020,0.282,-0.060,17.071,-286.685,-8.995,Roll
-0.974,0.243,0.128,23.056,-286.685,-11.594,Roll
-0.893,0.267,0.184,26.775,-286.685,-2.713,Roll
-0.696,0.207,0.347,42.875,-286.685,9.686,Roll
-0.664,0.150,0.633,29.426,-286.685,16.774,Roll
-0.689,0.257,0.866,31.483,-286.685,41.764,Roll
-0.633,0.257,0.973,26.005,-286.685,64.776,Roll
-0.487,0.266,0.911,-17.955,-286.685,64.295,Roll
-0.206,0.216,0.796,-52.972,-286.685,45.518,Roll
0.044,0.132,0.780,-70.289,-286.685,33.250,Roll
0.218,0.164,0.829,-54.049,-286.685,46.270,Roll
0.457,0.158,0.789,-42.525,-286.685,61.854,Roll
0.607,0.158,0.717,-46.874,-286.685,85.339,Roll
0.666,0.106,0.546,-53.340,-286.685,95.086,Roll
0.837,0.089,0.525,-47.932,-286.685,97.799,Roll
1.032,0.112,0.340,-55.204,-286.685,120.636,Roll
1.042,0.080,0.248,-56.210,-227.115,108.859,Roll
1.152,0.065,0.177,-46.366,-120.855,66.894,Roll
1.245,0.062,0.115,-21.499,-35.140,38.185,Roll
1.134,0.064,0.155,22.417,92.234,5.005,Roll
1.052,0.005,0.235,54.303,188.107,-20.983,Roll
0.959,0.106,0.352,74.515,259.184,-46.349,Roll
0.931,0.056,0.455,76.694,286.685,-62.440,Roll
0.807,-0.037,0.556,72.704,286.685,-68.224,Roll
0.723,0.080,0.694,78.549,286.685,-57.146,Roll
0.508,0.070,0.914,75.827,286.685,-47.066,Roll
0.374,0.064,1.050,54.232,286.685,-43.584,Roll
0.121,-0.014,0.797,20.737,286.685,-22.444,Roll
-0.160,-0.009,0.736,49.936,286.685,4.935,Roll
-0.526,0.061,0.717,58.109,286.685,7.630,Roll
-0.670,0.206,0.833,65.957,286.685,-0.052,Roll
-0.703,0.223,0.697,37.844,286.685,-40.250,Roll
-0.665,0.216,0.545,-12.959,286.685,-77.674,Roll
-0.828,0.101,0.514,-33.162,286.685,-66.579,Roll
-0.828,0.167,0.299,-31.465,286.685,-26.163,Roll
-0.965,0.053,0.226,-13.667,286.685,3.544,Roll
-1.071,0.177,0.020,-25.996,252.315,2.984,Roll
-1.011,0.155,-0.101,-42.368,178.693,-5.793,Roll
-1.003,0.175,-0.198,-35.009,130.655,-1.102,Roll
-1.098,0.113,-0.220,-11.419,60.165,6.160,Roll
-1.209,0.132,-0.260,15.680,-9.774,10.929,Roll
-1.144,0.220,-0.230,31.815,-102.060,6.869,Roll
-1.119,0.210,-0.173,36.015,-164.885,14.201,Roll
-1.045,0.159,-0.008,58.380,-243.670,10.684,Roll
-0.984,0.176,0.158,69.878,-286.134,31.106,Roll
-0.987,0.198,0.406,60.139,-286.685,55.449,Roll
-0.851,0.220,0.477,52.369,-286.685,63.674,Roll
-0.662,0.199,0.484,84.411,-286.685,71.304,Roll
-0.520,0.238,0.674,99.155,-286.685,79.721,Roll
-0.470,0.312,0.877,50.864,-286.685,96.416,Roll
-0.425,0.388,0.983,-10.290,-286.685,97.501,Roll
-0.279,0.384,0.955,-75.259,-286.685,81.952,Roll
-0.105,0.204,0.848,-108.404,-286.685,48.037,Roll
0.312,0.182,0.776,-76.615,-286.685,46.944,Roll
0.464,0.201,0.679,-37.144,-286.685,43.855,Roll
0.598,0.282,0.594,-5.617,-286.685,46.401,Roll
0.738,0.080,0.514,-31.824,-286.685,62.554,Roll
0.875,0.132,0.375,-70.735,-286.685,102.664,Roll
0.994,0.140,0.203,-67.051,-286.685,130.725,Roll
1.050,0.142,0.139,-36.549,-275.310,135.170,Roll
1.113,0.159,0.062,-19.407,-182.884,123.340,Roll
1.095,0.108,-0.067,1.785,-83.370,73.920,Roll
1.158,0.047,-0.056,7.499,-15.741,39.952,Roll
1.087,-0.019,-0.069,9.100,86.433,14.193,Roll
1.138,0.001,0.081,15.251,178.281,-18.086,Roll
1.120,0.001,0.250,33.513,255.902,-54.049,Roll
1.111,0.033,0.410,53.891,286.449,-80.868,Roll
1.021,0.008,0.546,72.940,286.685,-112.341,Roll
0.912,0.118,0.495,71.356,286.685,-108.605,Roll
0.530,0.164,0.605,88.533,286.685,-102.637,Roll
0.405,0.196,0.895,84.341,286.685,-123.095,Roll
0.425,0.222,1.127,79.529,286.685,-140.096,Roll
0.160,0.135,0.922,60.401,286.685,-114.397,Roll
-0.216,0.076,0.714,56.376,286.685,-93.135,Roll
-0.369,0.153,0.788,57.129,286.685,-94.868,Roll
-0.401,0.260,0.719,39.156,286.685,-115.684,Roll
-0.498,0.214,0.498,23.214,286.685,-126.796,Roll
-0.717,0.216,0.388,5.609,286.685,-156.188,Roll
-0.873,0.191,0.369,-7.927,286.685,-177.844,Roll
-0.963,0.172,0.171,-56.026,286.685,-136.290,Roll
-0.945,0.190,-0.082,-58.266,285.644,-102.629,Roll
-1.139,0.066,-0.191,-39.034,209.125,-84.507,Roll
-1.084,0.139,-0.192,7.595,111.335,-49.394,Roll
-1.060,0.051,-0.338,14.971,44.214,-22.260,Roll
-1.212,-0.014,-0.239,21.210,-84.761,-1.558,Roll
-1.151,-0.003,-0.184,28.403,-192.587,35.131,Roll
-1.111,0.005,-0.128,52.972,-258.851,50.382,Roll
-1.077,0.040,0.111,71.173,-285.950,66.098,Roll
-0.963,0.116,0.277,99.120,-286.685,93.774,Roll
-0.821,0.109,0.403,87.876,-286.685,117.215,Roll
-0.810,0.145,0.477,62.615,-286.685,127.846,Roll
-0.666,0.215,0.703,66.027,-286.685,120.724,Roll
-0.537,0.289,0.870,57.662,-286.685,117.626,Roll
-0.344,0.305,0.908,29.855,-286.685,129.518,Roll
-0.257,0.268,0.911,-25.165,-286.685,141.444,Roll
-0.045,0.227,0.913,-63.315,-286.685,136.124,Roll
0.225,0.247,0.798,-45.789,-286.685,131.294,Roll
0.376,0.347,0.859,0.411,-286.685,138.740,Roll
0.468,0.276,0.752,13.248,-286.685,137.428,Roll
0.644,0.294,0.609,-4.725,-286.659,134.059,Roll
0.695,0.165,0.490,-24.684,-271.985,120.872,Roll
0.839,0.031,0.619,-36.943,-281.199,112.665,Roll
0.837,0.111,0.359,-37.091,-286.624,101.911,Roll
0.994,0.170,0.185,-25.970,-263.253,91.866,Roll
1.227,0.078,0.122,-20.493,-162.295,63.193,Roll
1.201,-0.040,0.150,-21.639,-41.064,45.868,Roll
1.101,0.034,0.080,3.579,54.784,31.299,Roll
1.077,0.103,0.108,22.549,115.089,-5.014,Roll
1.091,0.023,0.274,37.450,201.110,-39.121,Roll
1.020,0.004,0.370,45.798,267.960,-47.399,Roll
0.988,0.049,0.517,34.545,286.685,-57.356,Roll
0.877,0.218,0.538,31.780,286.685,-68.092,Roll
0.669,0.150,0.540,31.631,286.685,-87.631,Roll
0.567,0.056,0.783,60.734,286.685,-76.387,Roll
0.431,0.020,0.874,54.268,286.685,-47.845,Roll
0.130,0.080,0.870,55.877,286.685,-35.280,Roll
-0.077,0.122,0.734,80.159,286.685,-18.751,Roll
-0.400,0.129,0.805,121.730,286.685,-20.597,Roll
-0.423,0.265,0.719,107.879,286.685,-39.279,Roll
-0.488,0.297,0.609,71.838,286.685,-45.903,Roll
-0.722,0.270,0.506,39.909,286.685,-45.596,Roll
-0.853,0.289,0.397,32.156,286.685,-64.531,Roll
-0.823,0.177,0.266,11.462,286.685,-35.919,Roll
-0.901,0.201,0.106,14.411,286.685,-2.030,Roll
-1.123,0.302,-0.012,5.407,286.685,-8.680,Roll
-1.112,0.318,-0.248,-11.069,232.645,-24.657,Roll
-1.106,0.301,-0.281,0.534,143.745,-23.153,Roll
-1.184,0.348,-0.287,-1.619,74.436,-11.471,Roll
-1.129,0.374,-0.312,14.569,-61.110,-1.732,Roll
-1.101,0.295,-0.231,11.296,-168.691,-8.514,Roll
-1.112,0.293,-0.079,17.010,-237.396,-0.394,Roll
-1.050,0.266,0.030,39.121,-272.790,15.041,Roll
-0.922,0.315,0.134,46.821,-286.685,39.891,Roll
-0.789,0.323,0.323,31.500,-286.685,65.844,Roll
-0.729,0.332,0.521,19.460,-286.685,91.884,Roll
-0.738,0.276,0.574,1.846,-286.685,98.543,Roll
-0.589,0.409,0.791,24.675,-286.685,102.305,Roll
-0.512,0.360,0.830,23.940,-286.685,107.082,Roll
-0.274,0.376,0.843,-31.859,-286.685,105.831,Roll
-0.230,0.437,0.838,-75.486,-286.685,101.482,Roll
-0.140,0.383,0.967,-114.809,-286.685,74.804,Roll
0.086,0.380,0.793,-128.861,-286.685,54.749,Roll
0.401,0.135,0.647,-96.688,-286.685,49.481,Roll
0.446,0.156,0.682,-79.503,-286.685,53.935,Roll
0.704,0.149,0.771,-81.804,-286.685,68.092,Roll
0.766,0.052,0.511,-73.876,-286.685,93.415,Roll
0.706,0.168,0.432,-72.406,-286.685,114.993,Roll
0.866,0.131,0.401,-81.016,-286.685,112.411,Roll
1.251,0.122,0.081,-58.485,-244.624,91.857,Roll
1.196,0.071,-0.064,-32.086,-141.251,59.981,Roll
1.030,0.034,-0.066,-7.997,-25.366,31.815,Roll
0.974,0.038,-0.075,6.668,36.960,25.620,Roll
1.010,0.010,0.029,24.167,122.132,21.000,Roll
1.027,-0.047,0.203,31.395,182.044,23.853,Roll
0.952,0.052,0.287,60.952,221.314,-9.712,Roll
0.958,0.003,0.308,74.664,246.321,-34.641,Roll
1.007,0.066,0.486,62.020,278.967,-68.924,Roll
0.857,0.144,0.661,65.651,286.685,-89.145,Roll
0.674,0.176,0.786,65.511,286.685,-98.866,Roll
0.573,0.134,0.779,71.348,286.685,-99.995,Roll
0.299,0.058,0.968,79.354,286.685,-91.831,Roll
0.022,0.016,0.807,74.340,286.685,-73.465,Roll
-0.309,0.068,0.807,106.339,286.685,-64.706,Roll
-0.403,0.181,0.899,130.314,286.685,-62.895,Roll
-0.550,0.271,0.753,98.919,286.685,-76.808,Roll
-0.632,0.334,0.483,52.745,286.685,-89.714,Roll
-0.635,0.229,0.460,49.639,286.685,-103.591,Roll
-0.768,0.075,0.309,43.531,286.685,-115.211,Roll
-1.030,0.165,0.404,24.360,286.685,-93.363,Roll
-1.143,0.155,0.194,-20.930,286.685,-34.650,Roll
-1.181,0.385,-0.086,-13.318,275.319,-30.861,Roll
-1.071,0.349,-0.180,-23.958,224.595,-19.591,Roll
-0.999,0.303,-0.331,-23.861,111.886,-10.780,Roll
-0.982,0.186,-0.369,-9.389,-1.347,13.571,Roll
-1.054,0.255,-0.288,15.374,-109.664,31.036,Roll
-1.093,0.267,-0.184,21.630,-176.566,31.465,Roll
-1.117,0.236,-0.030,45.185,-251.764,40.416,Roll
-0.994,0.279,0.041,41.256,-286.571,61.338,Roll
-0.935,0.321,0.208,26.311,-286.685,73.832,Roll
-0.862,0.354,0.375,16.721,-286.685,80.308,Roll
-0.736,0.308,0.514,0.306,-286.685,101.868,Roll
-0.701,0.320,0.622,-23.424,-286.685,103.110,Roll
-0.550,0.353,0.801,-65.441,-286.685,76.685,Roll
-0.443,0.306,0.833,-94.089,-286.685,60.725,Roll
-0.286,0.287,0.964,-95.567,-286.685,52.824,Roll
-0.222,0.320,0.986,-80.649,-286.685,29.689,Roll
-0.013,0.179,0.807,-83.912,-286.685,6.562,Roll
0.236,0.206,0.658,-44.835,-286.685,11.358,Roll
0.473,0.107,0.720,-9.783,-286.685,34.046,Roll
0.632,0.176,0.628,-12.871,-286.685,67.515,Roll
0.811,0.143,0.516,-33.705,-286.685,127.137,Roll
0.865,0.172,0.543,-30.931,-286.685,140.385,Roll
0.849,0.137,0.558,-32.673,-286.685,135.126,Roll
1.112,0.057,0.112,-30.599,-285.408,114.389,Roll
1.228,0.043,-0.049,8.269,-182.700,114.887,Roll
1.165,0.046,-0.035,17.360,-103.705,99.015,Roll
1.082,-0.044,-0.103,30.721,5.574,64.365,Roll
1.003,-0.043,-0.143,49.866,106.094,35.053,Roll
1.116,-0.067,0.045,59.080,209.431,-0.052,Roll
1.037,-0.137,0.314,58.949,265.318,-16.327,Roll
0.880,-0.026,0.360,62.396,286.685,-33.338,Roll
0.846,0.073,0.581,82.679,286.685,-77.438,Roll
0.808,0.040,0.596,80.561,286.685,-115.885,Roll
0.742,0.028,0.666,101.999,286.685,-106.488,Roll
0.568,0.129,0.752,106.558,286.685,-95.909,Roll
0.286,0.143,0.813,118.746,286.685,-81.725,Roll
0.053,0.275,0.829,137.480,286.685,-82.014,Roll
-0.192,0.209,0.698,164.290,286.685,-89.512,Roll
-0.408,0.231,0.810,208.399,286.685,-119.438,Roll
-0.564,0.289,0.864,179.121,286.685,-168.070,Roll
-0.482,0.400,0.891,88.909,286.685,-181.256,Roll
-0.550,0.291,0.675,23.905,286.685,-158.734,Roll
-0.778,0.237,0.553,28.324,286.685,-130.996,Roll
-0.906,0.333,0.325,21.718,286.685,-105.936,Roll
-1.135,0.343,0.164,-11.252,286.685,-88.366,Roll
-1.186,0.455,0.121,-28.210,234.649,-54.696,Roll
-1.030,0.302,-0.172,-37.634,178.596,-46.217,Roll
-1.043,0.283,-0.239,-25.996,75.381,-31.351,Roll
-1.073,0.204,-0.139,15.566,-12.495,-25.244,Roll
-1.093,0.180,-0.146,12.932,-72.966,-21.184,Roll
-1.113,0.188,-0.077,-0.446,-111.860,-19.101,Roll
-1.076,0.211,-0.016,13.283,-174.676,-0.271,Roll
-0.998,0.282,0.109,38.229,-253.409,29.794,Roll
-0.935,0.331,0.274,47.810,-286.685,69.177,Roll
-0.804,0.280,0.395,26.399,-286.685,101.098,Roll
-0.773,0.222,0.495,21.298,-286.685,110.285,Roll
-0.795,0.340,0.740,10.071,-286.685,86.363,Roll
-0.661,0.380,0.836,-25.042,-286.685,80.509,Roll
-0.533,0.347,1.031,-44.686,-286.685,82.591,Roll
-0.366,0.442,0.998,-73.001,-286.685,52.894,Roll
0.013,0.106,0.661,-79.704,-286.685,34.484,Roll
0.261,0.135,0.553,-25.847,-286.685,31.080,Roll
0.498,0.181,0.705,30.782,-286.685,37.756,Roll
0.688,0.254,0.594,21.735,-286.685,57.671,Roll
0.738,0.143,0.588,11.427,-286.685,105.963,Roll
0.722,0.172,0.464,9.161,-286.685,142.485,Roll
0.772,0.187,0.473,23.310,-286.685,151.051,Roll
1.012,0.296,0.097,26.696,-286.685,142.398,Roll
1.090,0.242,-0.078,15.216,-239.750,87.071,Roll
1.091,0.160,-0.086,13.632,-116.375,64.916,Roll
1.080,0.061,-0.227,14.761,-43.540,47.661,Roll
1.079,0.087,-0.295,37.222,71.137,20.790,Roll
1.100,0.009,-0.123,32.261,172.182,-2.616,Roll
1.111,0.071,0.044,27.816,223.536,-26.635,Roll
1.046,0.046,0.315,36.216,271.119,-44.993,Roll
0.962,0.024,0.554,27.720,286.685,-50.829,Roll
0.996,0.070,0.554,19.880,286.685,-29.794,Roll
1.014,0.180,0.613,38.859,286.685,-47.320,Roll
0.631,0.191,0.705,52.307,286.685,-60.638,Roll
0.268,0.028,0.657,56.228,286.685,-31.474,Roll
-0.023,0.069,0.821,55.353,286.685,-17.684,Roll
-0.101,0.126,0.829,66.246,286.685,-8.855,Roll
-0.238,0.068,0.817,90.772,286.685,-10.544,Roll
-0.272,0.142,0.528,116.051,286.685,-5.346,Roll
-0.563,0.145,0.510,76.160,286.685,-35.166,Roll
-0.748,0.193,0.535,-19.959,286.685,-70.122,Roll
-0.947,0.223,0.455,-60.515,286.685,-65.966,Roll
-0.920,0.110,0.232,-106.461,286.685,-24.981,Roll
-0.962,0.271,0.084,-48.825,286.685,-5.863,Roll
-1.178,0.462,-0.137,-60.961,239.811,37.494,Roll
-1.152,0.334,-0.350,-38.614,165.550,23.634,Roll
-1.137,0.261,-0.352,-10.316,73.719,8.592,Roll
-1.064,0.259,-0.231,1.549,-34.842,21.542,Roll
-1.094,0.278,-0.191,4.646,-141.899,19.705,Roll
-1.117,0.286,-0.096,6.230,-199.351,7.140,Roll
-1.046,0.334,-0.054,23.013,-250.486,8.855,Roll
-1.092,0.302,0.253,37.153,-286.676,11.419,Roll
-1.111,0.289,0.500,41.344,-286.685,13.807,Roll
-0.910,0.210,0.467,42.875,-286.685,17.159,Roll
-0.676,0.222,0.449,47.967,-286.685,32.830,Roll
-0.515,0.290,0.670,43.671,-286.685,62.169,Roll
-0.469,0.285,0.985,11.296,-286.685,70.963,Roll
-0.431,0.315,1.028,-15.934,-286.685,61.967,Roll
-0.194,0.303,0.936,-84.569,-286.685,54.460,Roll
0.125,0.160,0.781,-130.515,-286.685,44.511,Roll
0.393,0.116,0.509,-107.651,-286.685,40.346,Roll
0.459,0.060,0.587,-57.120,-286.685,53.830,Roll
0.721,0.109,0.604,-54.408,-286.685,117.355,Roll
0.915,0.126,0.498,-57.286,-286.685,141.137,Roll
1.052,0.002,0.394,-25.664,-286.685,152.101,Roll
1.067,0.025,0.219,8.208,-284.104,153.458,Roll
1.069,-0.008,0.011,54.145,-205.432,148.400,Roll
1.084,-0.086,0.023,54.591,-111.939,136.106,Roll
1.062,-0.167,-0.096,25.882,2.450,98.997,Roll
1.095,-0.206,-0.061,21.569,72.537,74.069,Roll
1.077,-0.278,-0.020,23.468,165.926,44.021,Roll
0.932,-0.179,0.052,25.646,258.510,12.985,Roll
0.935,-0.088,0.153,35.096,286.685,-50.234,Roll
0.892,-0.094,0.340,85.286,286.685,-81.585,Roll
0.743,-0.061,0.586,124.469,286.685,-115.456,Roll
0.610,0.043,0.813,125.842,286.685,-143.255,Roll
0.350,0.069,0.859,121.835,286.685,-155.514,Roll
0.341,0.089,0.845,114.870,286.685,-152.031,Roll
0.060,-0.006,0.952,124.241,286.685,-113.986,Roll
-0.269,0.072,1.081,154.656,286.685,-118.991,Roll
-0.432,0.205,0.957,145.171,286.685,-118.711,Roll
-0.481,0.311,0.854,104.948,286.685,-127.033,Roll
-0.618,0.238,0.598,42.053,286.685,-128.747,Roll
-0.608,0.176,0.680,-7.131,286.685,-131.959,Roll
-0.753,0.176,0.594,-6.230,286.685,-106.514,Roll
-0.806,0.163,0.425,-33.548,286.685,-69.624,Roll
-0.923,0.113,0.206,-29.750,273.858,-11.699,Roll
-1.203,0.248,0.093,-26.556,215.521,9.669,Roll
-1.102,0.100,0.002,-25.279,136.290,13.414,Roll
-1.046,0.107,-0.067,-31.605,99.601,23.030,Roll
-1.108,0.242,-0.140,-25.427,20.702,29.601,Roll
-1.125,0.256,-0.005,13.046,-97.055,26.180,Roll
-1.282,0.233,0.092,28.744,-190.505,20.545,Roll
-1.147,0.194,0.158,42.376,-240.572,14.858,Roll
-0.923,0.200,0.186,57.094,-286.685,17.229,Roll
-0.870,0.267,0.403,71.321,-286.685,22.698,Roll
-0.735,0.341,0.542,71.312,-286.685,46.795,Roll
-0.665,0.304,0.659,67.235,-286.685,62.799,Roll
-0.539,0.304,0.682,55.099,-286.685,53.804,Roll
-0.306,0.241,0.935,44.100,-286.685,37.546,Roll
-0.317,0.416,0.962,6.676,-286.685,34.020,Roll
-0.192,0.315,0.869,-23.196,-286.685,15.172,Roll
0.072,0.264,0.634,6.475,-286.685,-3.876,Roll
0.461,0.243,0.494,16.362,-286.685,7.114,Roll
0.651,0.412,0.402,30.625,-286.685,28.096,Roll
0.843,0.336,0.410,24.028,-286.685,38.386,Roll
0.971,0.335,0.396,30.616,-286.685,67.183,Roll
0.949,0.403,0.351,42.070,-286.685,92.978,Roll
0.910,0.420,0.235,68.442,-281.566,89.215,Roll
1.124,0.479,-0.089,37.879,-191.896,59.307,Roll
1.163,0.344,-0.110,34.274,-81.016,53.322,Roll
1.003,0.435,-0.176,9.922,15.400,38.588,Roll
1.057,0.399,-0.127,11.016,116.777,1.120,Roll
1.134,0.203,0.008,4.401,190.934,-10.561,Roll
1.061,0.170,0.246,-18.200,281.864,10.999,Roll
0.902,0.428,0.407,-12.023,286.685,-21.184,Roll
0.813,0.327,0.530,4.865,286.685,-68.635,Roll
0.730,0.343,0.706,13.632,286.685,-85.820,Roll
0.646,0.318,0.880,-28.472,286.685,-108.342,Roll
0.336,0.179,0.680,-54.408,286.685,-73.281,Yaw
0.108,0.120,0.593,13.983,286.685,-48.029,Yaw
-0.033,0.094,1.025,4.287,-1.803,-5.285,Yaw
-0.048,0.081,1.033,4.900,-5.749,-0.184,Yaw
-0.055,0.077,1.020,7.306,-6.396,0.499,Yaw
-0.042,0.082,0.994,8.855,-4.594,-0.123,Yaw
-0.056,0.100,1.001,11.069,2.669,0.175,Yaw
-0.039,0.072,0.998,4.830,0.831,2.336,Yaw
-0.021,0.086,0.975,8.837,-3.036,-1.645,Yaw
0.014,0.083,0.964,11.331,0.796,-3.019,Yaw
0.015,0.082,0.982,8.321,8.024,0.245,Yaw
0.023,0.048,0.993,10.194,5.101,-0.884,Yaw
0.018,0.014,0.968,8.208,6.108,-8.453,Yaw
-0.028,0.016,0.998,6.816,16.581,-16.520,Yaw
-0.100,0.102,1.083,1.138,24.378,-29.776,Yaw
-0.041,0.061,0.996,-0.980,8.059,-21.823,Yaw
-0.068,0.035,0.972,24.124,-0.534,-14.569,Yaw
-0.130,0.149,1.329,41.116,-91.691,-29.312,Yaw
-0.050,0.222,0.930,17.456,-13.038,-43.505,Yaw
-0.106,0.272,0.946,22.409,54.145,-46.585,Yaw
-0.268,0.253,1.170,29.347,52.859,-94.745,Yaw
-0.337,0.121,0.991,11.323,57.724,-141.908,Yaw
-0.628,0.243,0.996,5.250,65.459,-267.811,Yaw
-0.301,0.094,0.935,18.323,31.430,-286.685,Yaw
-0.285,0.094,0.906,16.109,37.459,-286.685,Yaw
-0.122,0.280,0.946,-1.654,46.821,-286.685,Yaw
0.041,0.338,1.013,-12.565,23.144,-286.685,Yaw
-0.024,0.254,0.992,-2.721,15.496,-286.606,Yaw
-0.175,0.062,1.020,5.250,-9.564,-213.561,Yaw
-0.242,-0.089,1.001,43.190,-30.161,-173.154,Yaw
-0.064,-0.061,1.004,60.419,-40.950,-79.214,Yaw
-0.126,-0.019,0.969,48.344,-34.466,93.223,Yaw
-0.003,0.075,1.111,47.521,-52.596,259.079,Yaw
0.225,0.182,0.937,45.132,-56.717,286.685,Yaw
0.046,0.194,1.113,63.744,-40.792,286.685,Yaw
0.123,0.218,1.066,32.725,-41.239,286.685,Yaw
0.094,0.219,0.987,42.726,-23.546,286.685,Yaw
0.097,0.277,1.031,29.698,11.069,286.685,Yaw
-0.014,0.300,0.939,-0.770,-2.651,286.685,Yaw
-0.031,0.568,0.886,50.785,-11.375,286.685,Yaw
0.056,0.239,1.278,-3.727,-68.897,286.685,Yaw
-0.086,0.409,1.223,-13.676,-80.176,286.685,Yaw
-0.054,0.397,0.955,-15.610,-52.570,286.685,Yaw
0.132,0.222,0.990,-14.455,-22.689,286.685,Yaw
0.297,0.105,0.915,8.269,-17.220,235.795,Yaw
0.329,-0.046,0.902,14.026,-16.669,151.594,Yaw
0.425,0.025,0.914,24.159,-17.920,0.464,Yaw
0.354,0.076,0.941,49.035,16.118,-153.554,Yaw
0.190,0.196,1.043,53.891,74.559,-286.510,Yaw
0.137,0.409,1.079,21.254,74.471,-286.685,Yaw
0.034,0.337,0.864,49.998,85.986,-286.685,Yaw
-0.131,0.375,1.045,46.261,69.834,-286.685,Yaw
-0.124,0.272,1.068,64.120,86.380,-286.685,Yaw
-0.226,0.179,1.129,41.318,72.118,-286.685,Yaw
-0.190,0.197,1.171,3.316,43.645,-286.685,Yaw
-0.210,0.343,0.736,20.536,36.505,-286.685,Yaw
-0.287,0.345,1.106,109.611,0.779,-286.685,Yaw
-0.111,0.319,1.270,48.107,-13.571,-286.685,Yaw
-0.165,0.269,1.030,-55.982,-20.038,-286.685,Yaw
-0.178,0.078,0.731,-30.109,-3.089,-286.685,Yaw
-0.240,-0.032,0.895,13.300,38.588,-285.504,Yaw
-0.374,-0.196,0.760,44.607,45.763,-215.976,Yaw
-0.223,-0.175,0.846,35.700,20.632,-34.632,Yaw
-0.120,-0.163,0.953,43.470,8.925,93.056,Yaw
-0.156,0.136,0.991,51.354,-30.923,281.277,Yaw
-0.079,0.267,1.007,58.572,-46.042,286.685,Yaw
